anio,mineral,etapa,valor_total_usd,destino_principal,share_principal,share_china,share_eua,n_destinos
2022,zinc,E3 Semimanufacturas,444762.0,Colombia,0.6461,0.0,0.3539,2
2022,zinc,E4 Manufacturas,4577240.0,Estados Unidos,0.7736,0.0004,0.7736,14
2023,barita,E1 Crudo/molido,26073174.0,Estados Unidos,1.0,0.0,1.0,1
2023,cobre,E1 Mena/concentrado,3715931601.0,China,0.9499,0.9499,0.0,4
2023,cobre,E2 Metal en bruto/refinado,284447648.0,China,0.5272,0.5272,0.382,3
2023,cobre,E3 Semimanufacturas,559389796.0,Estados Unidos,0.9032,0.0,0.9032,22
2023,cobre,E4 Manufacturas,78136524.0,Estados Unidos,0.9289,0.0058,0.9289,30
2023,fluorita,E1 Espato fluor (crudo),66031726.0,Estados Unidos,0.9884,0.0,0.9884,2
2023,fluorita,E2 Fluoroquimica,9449698.0,Estados Unidos,1.0,0.0,1.0,1
2023,grafito,E1 Grafito natural,1818565.0,Estados Unidos,1.0,0.0,1.0,1
2023,grafito,E2 Grafito artificial/prep.,60460113.0,Estados Unidos,0.9889,0.002,0.9889,5
2023,grafito,E3 Electrodos/articulos de carbono,84827072.0,Estados Unidos,0.9897,0.0008,0.9897,13
2023,manganeso,E2 Ferroaleaciones,6893582.0,Estados Unidos,1.0,0.0,1.0,1
2023,oro,E1 Mena/concentrado,28453111.0,Corea del Sur,0.7371,0.2629,0.0,2
2023,oro,E2 Bruto/semilabrado,3406294650.0,Estados Unidos,0.6257,0.0,0.6257,5
2023,oro-plata (manufacturas),E4 Joyeria/orfebreria,405779406.0,Estados Unidos,0.91,0.0,0.91,20
2023,plata,E1 Mena/concentrado,117981985.0,Alemania,0.4721,0.0256,0.0,4
2023,plata,E2 Bruto/semilabrado,2681768790.0,Estados Unidos,0.9991,0.0,0.9991,3
2023,plomo,E1 Mena/concentrado,836925906.0,China,0.8762,0.8762,0.0,2
2023,plomo,E2 Metal en bruto/refinado,127316957.0,Estados Unidos,0.9457,0.0,0.9457,3
2023,plomo,E4 Manufacturas,1236869.0,Estados Unidos,0.9943,0.0,0.9943,2
2023,silice,E1 Arena silica/cuarzo,1897141.0,Estados Unidos,0.9847,0.0,0.9847,2
2023,silice,E2 Silicio/ferrosilicio/SiO2,6210015.0,Estados Unidos,0.9619,0.0,0.9619,2
2023,zinc,E1 Mena/concentrado,245944426.0,Corea del Sur,0.8943,0.0,0.0,2
2023,zinc,E2 Metal en bruto/refinado,337639196.0,Estados Unidos,0.8065,0.0,0.8065,3
2023,zinc,E3 Semimanufacturas,571407.0,Estados Unidos,1.0,0.0,1.0,1
2023,zinc,E4 Manufacturas,5267558.0,Estados Unidos,0.8148,0.0009,0.8148,12
2024,barita,E1 Crudo/molido,13093040.0,Estados Unidos,1.0,0.0,1.0,1
2024,cobre,E1 Mena/concentrado,3718889902.0,China,1.0,1.0,0.0,1
2024,cobre,E2 Metal en bruto/refinado,236153249.0,Estados Unidos,0.5834,0.4166,0.5834,2
2024,cobre,E3 Semimanufacturas,539308292.0,Estados Unidos,0.9283,0.0002,0.9283,30
2024,cobre,E4 Manufacturas,84012184.0,Estados Unidos,0.8857,0.0201,0.8857,31
2024,fluorita,E1 Espato fluor (crudo),25305600.0,Estados Unidos,0.9409,0.0,0.9409,4
2024,fluorita,E2 Fluoroquimica,70879411.0,Estados Unidos,1.0,0.0,1.0,1
2024,grafito,E1 Grafito natural,3808739.0,Estados Unidos,1.0,0.0,1.0,1
2024,grafito,E2 Grafito artificial/prep.,34286349.0,Estados Unidos,0.9987,0.0013,0.9987,2
2024,grafito,E3 Electrodos/articulos de carbono,72509893.0,Estados Unidos,0.9651,0.0,0.9651,12
2024,manganeso,E2 Ferroaleaciones,14437488.0,Estados Unidos,1.0,0.0,1.0,1
2024,oro,E1 Mena/concentrado,37997871.0,China,0.9793,0.9793,0.0,2
2024,oro,E2 Bruto/semilabrado,3677031558.0,Estados Unidos,0.7209,0.0,0.7209,5
2024,oro-plata (manufacturas),E4 Joyeria/orfebreria,399152449.0,Estados Unidos,0.9056,0.0,0.9056,16
2024,plata,E1 Mena/concentrado,185098813.0,Corea del Sur,0.5421,0.2019,0.0,3
2024,plata,E2 Bruto/semilabrado,2593776322.0,Estados Unidos,0.9984,0.0,0.9984,2
2024,plomo,E1 Mena/concentrado,1092152844.0,China,0.6293,0.6293,0.0,2
2024,plomo,E2 Metal en bruto/refinado,177590849.0,Estados Unidos,0.8422,0.0,0.8422,3
2024,plomo,E3 Semimanufacturas,61346.0,Estados Unidos,1.0,0.0,1.0,1
2024,plomo,E4 Manufacturas,36484.0,Guatemala,1.0,0.0,0.0,1
2024,silice,E1 Arena silica/cuarzo,1705312.0,Estados Unidos,1.0,0.0,1.0,1
2024,silice,E2 Silicio/ferrosilicio/SiO2,9261514.0,Estados Unidos,0.9466,0.0,0.9466,3
2024,zinc,E1 Mena/concentrado,577061971.0,Corea del Sur,0.6137,0.3044,0.0,3
2024,zinc,E2 Metal en bruto/refinado,142641025.0,Brasil,0.6496,0.0,0.3188,4
2024,zinc,E4 Manufacturas,973514.0,Guatemala,0.2211,0.0152,0.0,17
